name,brand,family,model,vram_gb,base_ghz,boost_ghz,release_year,process_nm,directx,opengl,shader_model,architecture,bus_interface,memory_type
Sapphire 100327L,,,Sapphire 100327L,1.0,,,,,,,,,,
VisionTek 900353,,,VisionTek 900353,2.0,880.0,,,,,,,,,
XFX HD-545X-ZCH2,,,XFX HD-545X-ZCH2,1.0,650.0,,,,,,,,,
XFX HD-545X-ZHH2,,,XFX HD-545X-ZHH2,1.0,650.0,,,,,,,,,
XFX HD-567X-ZNL3,,,XFX HD-567X-ZNL3,1.0,775.0,,,,,,,,,
XFX HD-577X-ZNLC,,,XFX HD-577X-ZNLC,1.0,850.0,,,,,,,,,
XFX HD-645X-ZNH2,,,XFX HD-645X-ZNH2,1.0,625.0,,,,,,,,,
XFX HD-679X-ZDFC,,,XFX HD-679X-ZDFC,1.0,840.0,,,,,,,,,
XFX HD-697A-CNDC,,,XFX HD-697A-CNDC,2.0,900.0,,,,,,,,,
Asus EAH6670/DIS/1GD5,,,Asus EAH6670/DIS/1GD5,1.0,810.0,,,,,,,,,
HIS H545H1GDL,,,HIS H545H1GDL,1.0,650.0,,,,,,,,,
HIS H675F1GD,,,HIS H675F1GD,1.0,700.0,,,,,,,,,
HIS H677F1GD,,,HIS H677F1GD,1.0,850.0,,,,,,,,,
MSI R6790-2PM2D1GD5,,,MSI R6790-2PM2D1GD5,1.0,840.0,,,,,,,,,
PowerColor AE5450 512MD2-SH,,,PowerColor AE5450 512MD2-SH,0.5,650.0,,,,,,,,,
Sapphire 100328FLEX,,,Sapphire 100328FLEX,1.0,,,,,,,,,,
Sapphire 100328VXL,,,Sapphire 100328VXL,1.0,,,,,,,,,,
Sapphire 100338L,,,Sapphire 100338L,1.0,,,,,,,,,,
XFX HD-657X-ZHF2,,,XFX HD-657X-ZHF2,1.0,650.0,,,,,,,,,
XFX HD-667X-ZHF3,,,XFX HD-667X-ZHF3,1.0,800.0,,,,,,,,,
ECS NGT440-1GQI-F,,,ECS NGT440-1GQI-F,1.0,810.0,,,,,,,,,
ECS NGT440-512QI-F,,,ECS NGT440-512QI-F,0.5,810.0,,,,,,,,,
EVGA 015-P3-1587-AR,,,EVGA 015-P3-1587-AR,1.5,797.0,,,,,,,,,
EVGA 01G-P3-1335-KR,,,EVGA 01G-P3-1335-KR,1.0,700.0,,,,,,,,,
EVGA 01G-P3-1560-KR,,,EVGA 01G-P3-1560-KR,1.0,822.0,,,,,,,,,
EVGA 01G-P3-1567-AR,,,EVGA 01G-P3-1567-AR,1.0,900.0,,,,,,,,,
EVGA 01G-P3-1567-KR,,,EVGA 01G-P3-1567-KR,1.0,900.0,,,,,,,,,
EVGA 02G-P3-1387-AR,,,EVGA 02G-P3-1387-AR,2.0,700.0,,,,,,,,,
Gigabyte GV-N520OC-1GI,,,Gigabyte GV-N520OC-1GI,1.0,830.0,,,,,,,,,
MSI N430GT-MD1GD3/OC,,,MSI N430GT-MD1GD3/OC,1.0,730.0,,,,,,,,,
MSI N520GT-MD1GD3/LP,,,MSI N520GT-MD1GD3/LP,1.0,810.0,,,,,,,,,
PNY VCGGT5201XPB,,,PNY VCGGT5201XPB,1.0,810.0,,,,,,,,,
Sparkle SXS4502048S3NM,,,Sparkle SXS4502048S3NM,2.0,783.0,,,,,,,,,
Sparkle SXT5201024S3LNM,,,Sparkle SXT5201024S3LNM,1.0,810.0,,,,,,,,,
Sparkle X570,,,Sparkle X570,1.25,772.0,,,,,,,,,
Zotac ZT-40408-10P,,,Zotac ZT-40408-10P,1.0,720.0,,,,,,,,,
Zotac ZT-40604-10L,,,Zotac ZT-40604-10L,1.0,700.0,,,,,,,,,
Zotac ZT-40703-10L,,,Zotac ZT-40703-10L,1.0,810.0,,,,,,,,,
Asus EAH5450 SILENT/DI/512MD3(LP),,,Asus EAH5450 SILENT/DI/512MD3(LP),0.5,650.0,,,,,,,,,
Asus ENGTX560 DCII OC/2DI/1GD5,,,Asus ENGTX560 DCII OC/2DI/1GD5,1.0,850.0,,,,,,,,,
EVGA 01G-P3-1460-KR,,,EVGA 01G-P3-1460-KR,1.0,810.0,,,,,,,,,
Gigabyte GV-R667OC-1GI,,,Gigabyte GV-R667OC-1GI,1.0,820.0,,,,,,,,,
Gigabyte GV-R695UD-1GD,,,Gigabyte GV-R695UD-1GD,1.0,800.0,,,,,,,,,
HIS H695QNX2G2M,,,HIS H695QNX2G2M,2.0,880.0,,,,,,,,,
HIS H697QT2G2M,,,HIS H697QT2G2M,2.0,900.0,,,,,,,,,
PNY VCGGTX580XPB-OC,,,PNY VCGGTX580XPB-OC,1.5,805.0,,,,,,,,,
PowerColor AX6790 1GBD5-DH,,,PowerColor AX6790 1GBD5-DH,1.0,840.0,,,,,,,,,
PowerColor AX6850 1GBD5-I2DH,,,PowerColor AX6850 1GBD5-I2DH,1.0,775.0,,,,,,,,,
Asus EAH5450 SILENT/DI/1GD3/V2(LP),,,Asus EAH5450 SILENT/DI/1GD3/V2(LP),1.0,,,,,,,,,,
Asus EAH6770 DC/2DI/1GD5,,,Asus EAH6770 DC/2DI/1GD5,1.0,850.0,,,,,,,,,
Diamond 6570PE31G,,,Diamond 6570PE31G,1.0,650.0,,,,,,,,,
Diamond 6770PE51GE,,,Diamond 6770PE51GE,1.0,850.0,,,,,,,,,
HIS H677QNT1GD,,,HIS H677QNT1GD,1.0,880.0,,,,,,,,,
Asus ENGT430 DC SL/DI/1GD3,,,Asus ENGT430 DC SL/DI/1GD3,1.0,700.0,,,,,,,,,
ECS NGTX560-1GPI-F,,,ECS NGTX560-1GPI-F,1.0,810.0,,,,,,,,,
EVGA 012-P3-1577-KR,,,EVGA 012-P3-1577-KR,1.25,732.0,,,,,,,,,
EVGA 012-P3-1578-AR,,,EVGA 012-P3-1578-AR,1.25,822.0,,,,,,,,,
EVGA 01G-P3-1352-KR,,,EVGA 01G-P3-1352-KR,1.0,783.0,,,,,,,,,
EVGA 01G-P3-1463-KR,,,EVGA 01G-P3-1463-KR,1.0,850.0,,,,,,,,,
EVGA 01G-P3-1466-KR,,,EVGA 01G-P3-1466-KR,1.0,900.0,,,,,,,,,
EVGA 01G-P3-1468-KR,,,EVGA 01G-P3-1468-KR,1.0,931.0,,,,,,,,,
EVGA 02G-P3-1529-KR,,,EVGA 02G-P3-1529-KR,2.0,810.0,,,,,,,,,
EVGA 02G-P3-1568-KR,,,EVGA 02G-P3-1568-KR,2.0,822.0,,,,,,,,,
Gigabyte GV-N570SO-13I,,,Gigabyte GV-N570SO-13I,1.25,845.0,,,,,,,,,
Gigabyte GV-R645D3-512I,,,Gigabyte GV-R645D3-512I,0.5,625.0,,,,,,,,,
Gigabyte GV-R675OC-1GI,,,Gigabyte GV-R675OC-1GI,1.0,740.0,,,,,,,,,
Gigabyte GV-R675SL-1GI,,,Gigabyte GV-R675SL-1GI,1.0,700.0,,,,,,,,,
Gigabyte GV-R677SL-1GD,,,Gigabyte GV-R677SL-1GD,1.0,850.0,,,,,,,,,
HIS H667FS1G,,,HIS H667FS1G,1.0,800.0,,,,,,,,,
HIS H685FN1GD,,,HIS H685FN1GD,1.0,775.0,,,,,,,,,
VisionTek 900367,,,VisionTek 900367,1.0,,,,,,,,,,
VisionTek 900368,,,VisionTek 900368,1.0,,,,,,,,,,
PowerColor AX6570 1GBK3-H,,,PowerColor AX6570 1GBK3-H,1.0,650.0,,,,,,,,,
PowerColor AX6670 1GBK3-H,,,PowerColor AX6670 1GBK3-H,1.0,800.0,,,,,,,,,
PowerColor AX6770 1GBD5-IDHG,,,PowerColor AX6770 1GBD5-IDHG,1.0,850.0,,,,,,,,,
PowerColor AX6770 1GBD5-PPVG,,,PowerColor AX6770 1GBD5-PPVG,1.0,900.0,,,,,,,,,
PowerColor AX6850 1GBD5-S3DH,,,PowerColor AX6850 1GBD5-S3DH,1.0,775.0,,,,,,,,,
PowerColor AX6870 1GBD5-2DH,,,PowerColor AX6870 1GBD5-2DH,1.0,900.0,,,,,,,,,
PowerColor AX6870X2 2GBD5-2DHG,,,PowerColor AX6870X2 2GBD5-2DHG,2.0,900.0,,,,,,,,,
PowerColor AX6950 2GBD5-PPVG2,,,PowerColor AX6950 2GBD5-PPVG2,2.0,850.0,,,,,,,,,
Zotac ZT-40704-10L,,,Zotac ZT-40704-10L,1.0,810.0,,,,,,,,,
Sapphire 100297-2L,,,Sapphire 100297-2L,1.0,,,,,,,,,,
Zotac ZT-50104-10P,,,Zotac ZT-50104-10P,3.0,815.0,,,,,,,,,
Sapphire 100312-1GDP,,,Sapphire 100312-1GDP,1.0,800.0,,,,,,,,,
Sapphire 100321DDR5OCL,,,Sapphire 100321DDR5OCL,0.5,,,,,,,,,,
Sapphire 100327VXL,,,Sapphire 100327VXL,1.0,710.0,,,,,,,,,
XFX GT-430X-ZAF2,,,XFX GT-430X-ZAF2,1.0,700.0,,,,,,,,,
XFX GT-520M-CNF2,,,XFX GT-520M-CNF2,2.0,810.0,,,,,,,,,
XFX HD-545X-YRH2,,,XFX HD-545X-YRH2,0.5,650.0,,,,,,,,,
XFX HD-557X-ZHL2,,,XFX HD-557X-ZHL2,1.0,650.0,,,,,,,,,
XFX HD-667X-ZAF3,,,XFX HD-667X-ZAF3,1.0,800.0,,,,,,,,,
XFX HD-679X-ZNFC,,,XFX HD-679X-ZNFC,1.0,840.0,,,,,,,,,
XFX HD-695X-CDDC,,,XFX HD-695X-CDDC,2.0,830.0,,,,,,,,,
XFX HD-695X-ZDFC,,,XFX HD-695X-ZDFC,1.0,800.0,,,,,,,,,
Sparkle X520,,,Sparkle X520,1.0,900.0,,,,,,,,,
PNY VCGGTX580XPB-LC,,,PNY VCGGTX580XPB-LC,1.5,857.0,,,,,,,,,
PNY VCGGTX580XPB-LC-CPU,,,PNY VCGGTX580XPB-LC-CPU,1.5,857.0,,,,,,,,,
Sapphire 100326UL,,,Sapphire 100326UL,1.0,800.0,,,,,,,,,
Gigabyte GV-N450D3-1GI,,,Gigabyte GV-N450D3-1GI,1.0,783.0,,,,,,,,,
Galaxy 57NKH3HS4GXK,,,Galaxy 57NKH3HS4GXK,1.25,732.0,,,,,,,,,
XFX HD-679X-ZRFC,,,XFX HD-679X-ZRFC,1.0,840.0,,,,,,,,,
MSI R5450-MD512D3H/LP,,,MSI R5450-MD512D3H/LP,0.5,650.0,,,,,,,,,
Galaxy 56NGH6HS4IXZ,,,Galaxy 56NGH6HS4IXZ,1.0,835.0,,,,,,,,,
Sapphire 100326DDR3L,,,Sapphire 100326DDR3L,1.0,800.0,,,,,,,,,
Galaxy 58NLH5HS3PXZ,,,Galaxy 58NLH5HS3PXZ,1.5,772.0,,,,,,,,,
Galaxy 55NGH8HX4NXK,,,Galaxy 55NGH8HX4NXK,1.0,900.0,,,,,,,,,
ECS NGT440-512QI-F1,,,ECS NGT440-512QI-F1,0.5,810.0,,,,,,,,,
Galaxy 52GGS4HX9DTX,,,Galaxy 52GGS4HX9DTX,1.0,810.0,,,,,,,,,
EVGA 01G-P3-1372-AR,,,EVGA 01G-P3-1372-AR,1.0,763.0,,,,,,,,,
Galaxy 60XGH6YY3TXG,,,Galaxy 60XGH6YY3TXG,1.0,675.0,,,,,,,,,
Galaxy 60XMH6HS3HMW,,,Galaxy 60XMH6HS3HMW,0.75,700.0,,,,,,,,,
HIS H677FN1GD,,,HIS H677FN1GD,1.0,850.0,,,,,,,,,
Galaxy 50SGH8HX3QMZ,,,Galaxy 50SGH8HX3QMZ,1.0,825.0,,,,,,,,,
XFX HD-687X-CNFC,,,XFX HD-687X-CNFC,2.0,900.0,,,,,,,,,
Galaxy 60XGH3HS3CUD,,,Galaxy 60XGH3HS3CUD,1.0,607.0,,,,,,,,,
Diamond 6750PE51GSB,,,Diamond 6750PE51GSB,1.0,700.0,,,,,,,,,
Galaxy 44GGS8HX3VXZ,,,Galaxy 44GGS8HX3VXZ,1.0,810.0,,,,,,,,,
VisionTek 900357,,,VisionTek 900357,2.0,775.0,,,,,,,,,
Galaxy 52GGS4HX2HXZ,,,Galaxy 52GGS4HX2HXZ,1.0,810.0,,,,,,,,,
Diamond 6670PE51GV2,,,Diamond 6670PE51GV2,1.0,800.0,,,,,,,,,
MSI R6770-MD1GD5,,,MSI R6770-MD1GD5,1.0,800.0,,,,,,,,,
VisionTek 900394,,,VisionTek 900394,2.0,,,,,,,,,,
Gigabyte GV-R697UD-2GD REV2.0,,,Gigabyte GV-R697UD-2GD REV2.0,2.0,880.0,,,,,,,,,
XFX HD-465X-ZNL2,,,XFX HD-465X-ZNL2,1.0,600.0,,,,,,,,,
Zotac ZT-50602-20L,,,Zotac ZT-50602-20L,1.0,810.0,,,,,,,,,
PowerColor AX6870 2GBD5-6DG,,,PowerColor AX6870 2GBD5-6DG,2.0,900.0,,,,,,,,,
PowerColor AX6750 1GBD5-LHG,,,PowerColor AX6750 1GBD5-LHG,1.0,700.0,,,,,,,,,
Galaxy 56NGH6DM3TTX,,,Galaxy 56NGH6DM3TTX,1.0,820.0,,,,,,,,,
Sapphire 100312TXSR,,,Sapphire 100312TXSR,2.0,,,,,,,,,,
Diamond 6870PE51GV2,,,Diamond 6870PE51GV2,1.0,900.0,,,,,,,,,
HIS H657HS2G,,,HIS H657HS2G,2.0,650.0,,,,,,,,,
VisionTek 900358,,,VisionTek 900358,1.0,,,,,,,,,,
Jaton Video-339PCI-HLX,,,Jaton Video-339PCI-HLX,0.5,,,,,,,,,,
ECS NBGTX560-1GPI-F,,,ECS NBGTX560-1GPI-F,1.0,870.0,,,,,,,,,
EVGA 015-P3-1580-TR,,,EVGA 015-P3-1580-TR,1.5,772.0,,,,,,,,,
Sparkle SXT4402048S3LNM,,,Sparkle SXT4402048S3LNM,2.0,810.0,,,,,,,,,
PowerColor AX6970 2GBD5-2DH,,,PowerColor AX6970 2GBD5-2DH,2.0,880.0,,,,,,,,,
Sparkle SXT5202048S3LNM,,,Sparkle SXT5202048S3LNM,2.0,810.0,,,,,,,,,
XFX HD-577X-Z5F3,,,XFX HD-577X-Z5F3,1.0,850.0,,,,,,,,,
Sparkle SXX5602048D5SMH,,,Sparkle SXX5602048D5SMH,2.0,822.0,,,,,,,,,
XFX HD-545X-YQH2,,,XFX HD-545X-YQH2,0.5,650.0,,,,,,,,,
Sparkle X560 DF,,,Sparkle X560 DF,1.0,930.0,,,,,,,,,
HIS H695QN1G2M,,,HIS H695QN1G2M,1.0,800.0,,,,,,,,,
Sparkle X550 Ti DFL,,,Sparkle X550 Ti DFL,1.0,950.0,,,,,,,,,
MSI R5670-MD1GD3,,,MSI R5670-MD1GD3,1.0,775.0,,,,,,,,,
HIS H577FM1GD,,,HIS H577FM1GD,1.0,850.0,,,,,,,,,
XFX GT-430X-CAF2,,,XFX GT-430X-CAF2,2.0,700.0,,,,,,,,,
Gigabyte GV-N520D3-1GI,,,Gigabyte GV-N520D3-1GI,1.0,810.0,,,,,,,,,
XFX HD-657X-ZNFQ,,,XFX HD-657X-ZNFQ,1.0,650.0,,,,,,,,,
Galaxy 56NGH6HS3KXZ,,,Galaxy 56NGH6HS3KXZ,1.0,810.0,,,,,,,,,
XFX HD-677X-Z5F3,,,XFX HD-677X-Z5F3,1.0,850.0,,,,,,,,,
XFX HD-685X-ZCFC,,,XFX HD-685X-ZCFC,1.0,775.0,,,,,,,,,
Zotac ZT-50203-10M,,,Zotac ZT-50203-10M,1.25,732.0,,,,,,,,,
Sapphire 100314-4SR,,,Sapphire 100314-4SR,1.0,920.0,,,,,,,,,
XFX HD-667X-ZNFQ,,,XFX HD-667X-ZNFQ,1.0,800.0,,,,,,,,,
Gigabyte GV-R697UD-2GD,,,Gigabyte GV-R697UD-2GD,2.0,880.0,,,,,,,,,
XFX HD-675X-ZMFR,,,XFX HD-675X-ZMFR,1.0,700.0,,,,,,,,,
Gigabyte GV-N560UD-1GI,,,Gigabyte GV-N560UD-1GI,1.0,822.0,,,,,,,,,
MSI N430GT-MD1GD3/LP,,,MSI N430GT-MD1GD3/LP,1.0,700.0,,,,,,,,,
Zotac ZT-40605-10L,,,Zotac ZT-40605-10L,0.5,700.0,,,,,,,,,
HIS H697QM2G2M,,,HIS H697QM2G2M,2.0,880.0,,,,,,,,,
Zotac ZT-40608-10L,,,Zotac ZT-40608-10L,2.0,700.0,,,,,,,,,
HIS H687FN1GD,,,HIS H687FN1GD,1.0,900.0,,,,,,,,,
HIS H657QO1G,,,HIS H657QO1G,1.0,650.0,,,,,,,,,
XFX HD-645X-ZQH2,,,XFX HD-645X-ZQH2,1.0,650.0,,,,,,,,,
HIS H667PS1G,,,HIS H667PS1G,1.0,800.0,,,,,,,,,
HIS H687Q1G2M,,,HIS H687Q1G2M,1.0,900.0,,,,,,,,,
MSI N430GT-MD2GD3,,,MSI N430GT-MD2GD3,2.0,700.0,,,,,,,,,
Jaton Video-PX520GT-LX,,,Jaton Video-PX520GT-LX,1.0,,,,,,,,,,
ECS NGTX570-1280UI-F,,,ECS NGTX570-1280UI-F,1.25,732.0,,,,,,,,,
MSI R6570-MD2GD3/LP,,,MSI R6570-MD2GD3/LP,2.0,650.0,,,,,,,,,
EVGA 015-P3-1582-TR,,,EVGA 015-P3-1582-TR,1.5,797.0,,,,,,,,,
Gigabyte GV-R645SL-1GI,,,Gigabyte GV-R645SL-1GI,1.0,625.0,,,,,,,,,
Sapphire 100326LP,,,Sapphire 100326LP,1.0,800.0,,,,,,,,,
Gigabyte GV-R545SL-1GI,,,Gigabyte GV-R545SL-1GI,1.0,650.0,,,,,,,,,
Zotac ZT-84GEL2M-HSL,,,Zotac ZT-84GEL2M-HSL,1.0,520.0,,,,,,,,,
Galaxy 25SGF6HX1RUV,,,Galaxy 25SGF6HX1RUV,1.0,738.0,,,,,,,,,
HIS H667FN1G,,,HIS H667FN1G,1.0,800.0,,,,,,,,,
MSI N520GT-MD2GD3/LP,,,MSI N520GT-MD2GD3/LP,2.0,810.0,,,,,,,,,
Asus EAH5450 SL/DI/512MD3/MG(LP),,,Asus EAH5450 SL/DI/512MD3/MG(LP),0.5,650.0,,,,,,,,,
Diamond 6870PE51GB,,,Diamond 6870PE51GB,1.0,900.0,,,,,,,,,
XFX HD-645X-YNH2,,,XFX HD-645X-YNH2,0.5,625.0,,,,,,,,,
VisionTek 900331,,,VisionTek 900331,1.0,550.0,,,,,,,,,
Galaxy 56NPH6HS4IXX,,,Galaxy 56NPH6HS4IXX,2.0,850.0,,,,,,,,,
Galaxy 70XKH3HS3CUB,,,Galaxy 70XKH3HS3CUB,1.25,625.0,,,,,,,,,
HIS H675FS1G,,,HIS H675FS1G,1.0,700.0,,,,,,,,,
Galaxy 70XKH3HS8GUX,,,Galaxy 70XKH3HS8GUX,1.25,607.0,,,,,,,,,
MSI R6450-MD2GD3/LP,,,MSI R6450-MD2GD3/LP,2.0,625.0,,,,,,,,,
XFX HD-657X-CNF2,,,XFX HD-657X-CNF2,2.0,650.0,,,,,,,,,
Galaxy 55NPH8HX4LXZ,,,Galaxy 55NPH8HX4LXZ,2.0,900.0,,,,,,,,,
HIS H645H2G,,,HIS H645H2G,2.0,,,,,,,,,,
Sapphire 100312-3L,,,Sapphire 100312-3L,2.0,800.0,,,,,,,,,
Sapphire 100311FLEXBF3,,,Sapphire 100311FLEXBF3,2.0,930.0,,,,,,,,,
Sparkle X560 Ti DF,,,Sparkle X560 Ti DF,1.0,950.0,,,,,,,,,
Zotac ZT-50313-10M,,,Zotac ZT-50313-10M,1.25,765.0,,,,,,,,,
EVGA 012-P3-2066-KR,,,EVGA 012-P3-2066-KR,1.25,797.0,,,,,,,,,
Asus ENGTX560TI448DC2/2DIS/1280M,,,Asus ENGTX560TI448DC2/2DIS/1280M,1.25,732.0,,,,,,,,,
Asus EAH6770 DC SL/2DI/1GD5,,,Asus EAH6770 DC SL/2DI/1GD5,1.0,850.0,,,,,,,,,
MSI N560GTX-Ti-M2D1GD5/OC,,,MSI N560GTX-Ti-M2D1GD5/OC,1.0,832.0,,,,,,,,,
ECS NGT520C-2GQK-F,,,ECS NGT520C-2GQK-F,2.0,810.0,,,,,,,,,
EVGA 012-P3-1576-KR,,,EVGA 012-P3-1576-KR,1.25,797.0,,,,,,,,,
Galaxy 56NGH6DP5QXX,,,Galaxy 56NGH6DP5QXX,1.0,950.0,,,,,,,,,
Galaxy 57NKH3DH5PXK,,,Galaxy 57NKH3DH5PXK,1.25,800.0,,,,,,,,,
Gigabyte GV-N520SL-1GI,,,Gigabyte GV-N520SL-1GI,1.0,810.0,,,,,,,,,
Zotac ZT-40607-10L,,,Zotac ZT-40607-10L,1.0,700.0,,,,,,,,,
Zotac ZT-50610-10L,,,Zotac ZT-50610-10L,0.5,810.0,,,,,,,,,
Asus ENENGTX560Ti448DC2/2DIS/1280MD5,,,Asus ENENGTX560Ti448DC2/2DIS/1280MD5,1.25,732.0,,,,,,,,,
EVGA 03G-P3-1588-AR,,,EVGA 03G-P3-1588-AR,3.0,855.0,,,,,,,,,
Zotac ZT-50106-10P,,,Zotac ZT-50106-10P,1.5,815.0,,,,,,,,,
PNY VCGGTX560TXPB-OC-S,,,PNY VCGGTX560TXPB-OC-S,1.0,850.0,,,,,,,,,
EVGA 01G-P3-1363-KR,,,EVGA 01G-P3-1363-KR,1.0,867.0,,,,,,,,,
PowerColor AX5450 512MK3-SHV6,,,PowerColor AX5450 512MK3-SHV6,0.5,650.0,,,,,,,,,
VisionTek 900486,,,VisionTek 900486,1.0,,,,,,,,,,
XFX HD-455X-ZAFR,,,XFX HD-455X-ZAFR,1.0,625.0,,,,,,,,,
EVGA 012-P3-2068-KR,,,EVGA 012-P3-2068-KR,1.25,797.0,,,,,,,,,
Galaxy 56NGH6HS4IVZ,,,Galaxy 56NGH6HS4IVZ,1.0,835.0,,,,,,,,,
Galaxy 56NKH3HS4GNK,,,Galaxy 56NKH3HS4GNK,1.25,732.0,,,,,,,,,
Zotac ZT-40508-10L,,,Zotac ZT-40508-10L,1.0,600.0,,,,,,,,,
Sparkle SXX5601024D5MH,,,Sparkle SXX5601024D5MH,1.0,810.0,,,,,,,,,
Galaxy 56NGH6DH4TTX,,,Galaxy 56NGH6DH4TTX,1.0,830.0,,,,,,,,,
Galaxy 52GPS4HX2LXX,,,Galaxy 52GPS4HX2LXX,2.0,810.0,,,,,,,,,
PowerColor AX7970 3GBD5-M2DHG,,,PowerColor AX7970 3GBD5-M2DHG,3.0,925.0,,,,,,,,,
HIS H797F3G2M,,,HIS H797F3G2M,3.0,925.0,,,,,,,,,
XFX FX-797A-TNFC,,,XFX FX-797A-TNFC,3.0,925.0,,,,,,,,,
Gigabyte GV-R797D5-3GD-B,,,Gigabyte GV-R797D5-3GD-B,3.0,925.0,,,,,,,,,
Asus HD7970-3GD5-3DI2S,,,Asus HD7970-3GD5-3DI2S,3.0,925.0,,,,,,,,,
XFX FX-797A-TDBC,,,XFX FX-797A-TDBC,3.0,1000.0,,,,,,,,,
XFX HD-687A-CDFC,,,XFX HD-687A-CDFC,2.0,900.0,,,,,,,,,
Sparkle X550TI DF 3DG,,,Sparkle X550TI DF 3DG,1.0,1000.0,,,,,,,,,
Sparkle X560 Ti DF 3DG,,,Sparkle X560 Ti DF 3DG,1.0,950.0,,,,,,,,,
Sparkle X550 Ti DFL 3DG,,,Sparkle X550 Ti DFL 3DG,1.0,950.0,,,,,,,,,
PNY VCGGTX4601XPB,,,PNY VCGGTX4601XPB,1.0,675.0,,,,,,,,,
Sapphire 100322FLEX,,,Sapphire 100322FLEX,1.0,625.0,,,,,,,,,
Galaxy 58NLH5DI5TXX,,,Galaxy 58NLH5DI5TXX,1.5,860.0,,,,,,,,,
MSI N430GT-MD2GD3/OC,,,MSI N430GT-MD2GD3/OC,2.0,730.0,,,,,,,,,
VisionTek 900485,,,VisionTek 900485,1.0,,,,,,,,,,
Diamond 6670PE32G,,,Diamond 6670PE32G,2.0,800.0,,,,,,,,,
XFX HD-657X-CNH3,,,XFX HD-657X-CNH3,2.0,650.0,,,,,,,,,
Diamond 6950PE52GB,,,Diamond 6950PE52GB,2.0,800.0,,,,,,,,,
Galaxy 60XGH6HS3HML,,,Galaxy 60XGH6HS3HML,1.0,700.0,,,,,,,,,
PowerColor AX6770 1GBD5-HV2,,,PowerColor AX6770 1GBD5-HV2,1.0,850.0,,,,,,,,,
PowerColor AX6450 2GBK3-SH,,,PowerColor AX6450 2GBK3-SH,2.0,625.0,,,,,,,,,
MSI N460GTX-M2D1GD5/OC2,,,MSI N460GTX-M2D1GD5/OC2,1.0,810.0,,,,,,,,,
Zotac ZT-50306-10M,,,Zotac ZT-50306-10M,1.0,822.0,,,,,,,,,
MSI R7970-2PMD3GD5/OC,,,MSI R7970-2PMD3GD5/OC,3.0,1010.0,,,,,,,,,
Sapphire 11196-00-40G,,,Sapphire 11196-00-40G,3.0,800.0,,,,,,,,,
XFX FX-795A-TDFC,,,XFX FX-795A-TDFC,3.0,800.0,,,,,,,,,
PowerColor AX7950 3GBD5-2DH,,,PowerColor AX7950 3GBD5-2DH,3.0,800.0,,,,,,,,,
Asus HD7950-DC2T-3GD5,,,Asus HD7950-DC2T-3GD5,3.0,900.0,,,,,,,,,
MSI R7950-2PMD3GD5/OC,,,MSI R7950-2PMD3GD5/OC,3.0,830.0,,,,,,,,,
HIS H795F3G2M,,,HIS H795F3G2M,3.0,800.0,,,,,,,,,
Zotac ZT-50105-10P,,,Zotac ZT-50105-10P,1.5,772.0,,,,,,,,,
XFX FX-797A-TDFC,,,XFX FX-797A-TDFC,3.0,925.0,,,,,,,,,
XFX FX-797A-TNBC,,,XFX FX-797A-TNBC,3.0,1000.0,,,,,,,,,
Sapphire 11201-00-20G,,,Sapphire 11201-00-20G,1.0,1000.0,,,,,,,,,
XFX FX-795A-TNFC,,,XFX FX-795A-TNFC,3.0,800.0,,,,,,,,,
XFX FX-795A-TNBC,,,XFX FX-795A-TNBC,3.0,900.0,,,,,,,,,
Sapphire 11202-00-20G,,,Sapphire 11202-00-20G,1.0,800.0,,,,,,,,,
VisionTek 900503,,,VisionTek 900503,1.0,800.0,,,,,,,,,
PowerColor AX7750 1GBD5-DH,,,PowerColor AX7750 1GBD5-DH,1.0,800.0,,,,,,,,,
Sapphire 11201-02-20G,,,Sapphire 11201-02-20G,1.0,1150.0,,,,,,,,,
Gigabyte GV-R775OC-1GI,,,Gigabyte GV-R775OC-1GI,1.0,880.0,,,,,,,,,
XFX FX-777A-ZNF4,,,XFX FX-777A-ZNF4,1.0,1000.0,,,,,,,,,
VisionTek 900492,,,VisionTek 900492,3.0,800.0,,,,,,,,,
Gigabyte GV-R777OC-1GD,,,Gigabyte GV-R777OC-1GD,1.0,1100.0,,,,,,,,,
PowerColor AX7770 1GBD5-2DH,,,PowerColor AX7770 1GBD5-2DH,1.0,1000.0,,,,,,,,,
Sapphire 11201-02-40G,,,Sapphire 11201-02-40G,1.0,1150.0,,,,,,,,,
Gigabyte GV-R777D5-1GD,,,Gigabyte GV-R777D5-1GD,1.0,1000.0,,,,,,,,,
Asus HD7770-DC-1GD5,,,Asus HD7770-DC-1GD5,1.0,1020.0,,,,,,,,,
PowerColor AX7970 3GBD5-2DHV2,,,PowerColor AX7970 3GBD5-2DHV2,3.0,925.0,,,,,,,,,
EVGA 01G-P3-1370-KR,,,EVGA 01G-P3-1370-KR,1.0,720.0,,,,,,,,,
MSI N430GT-MD4GD3,,,MSI N430GT-MD4GD3,4.0,700.0,,,,,,,,,
MSI N550GTX-Ti-MD1GD5,,,MSI N550GTX-Ti-MD1GD5,1.0,900.0,,,,,,,,,
ECS NGT440-2GQM-F,,,ECS NGT440-2GQM-F,2.0,810.0,,,,,,,,,
ECS NGTS450-1GPL-F,,,ECS NGTS450-1GPL-F,1.0,783.0,,,,,,,,,
